Cluster	b1_WT_rep1	b1_WT_rep2	b2_WT_rep1	b1_clsy12	b2_clsy12	b1_clsy3	b2_clsy3	b1_clsy4	b2_clsy4	b1_clsy34	b2_clsy34	b1_pol_iv	b2_pol_iv	b1_rim22_3	b2_rim22_3	b2_rim22_2	b1_rim22_2
merged_2_2814629	1.78	2.24	1.31	1.4	1.17	3.51	2.37	1.31	0.83	2.06	2.17	0.06	0	2.2	2.23	1.66	1.91
merged_3_14457136	5.39	6.33	7.73	8.19	6.32	7.77	6.41	1.66	1.11	3.28	1.66	0.26	0.13	9.7	10.58	5.4	7.9
merged_4_1666715	3.14	3.27	3.56	2.71	2.34	3.84	4.08	3.65	2.86	3.73	3.27	0.12	0.04	3.27	3.9	3.65	3.55
merged_5_24645701	81.31	98.56	84.47	1.88	1.1	166.95	135.33	117.62	86.71	228.63	184.65	2.86	1.18	78.06	103.27	93.34	102.36
merged_3_17061375	8.63	11.6	9.27	0.92	0.44	25.96	22.36	13.77	8.58	21.63	14.31	0.19	0	18.03	11.76	9.64	16.87
merged_5_25469705	27.87	21.37	35.89	0.76	0.96	48.32	57.9	39.68	33.55	66.54	62.38	1.41	0.36	43.3	40.94	22.79	27.24
merged_3_1971558	12.72	13.64	7.3	14.17	12.53	2.83	3.39	14.27	8.63	1.53	0.67	0.35	0.07	10.78	6.36	11.18	15.2
merged_4_2169432	57.89	75.93	86.96	33.36	23.67	96.99	92.5	132.49	89.58	191.5	154.56	3.7	1.57	85.96	101.1	43.15	75.92
merged_1_22776510	9.27	5.26	1.12	2.27	2.51	10.62	5.67	2.48	1.88	10.28	6.09	0.47	0	7.22	5.53	5.5	7.7
merged_5_8177624	12.53	10.76	5.71	1.15	1.54	17.66	13.3	9.63	6.95	13.44	13.08	0.21	0	14.95	7.33	4.96	8.39
merged_5_12422099	6.06	5.35	2.09	3.9	2.47	2.32	0.53	4.3	1.24	0.1	0.09	0.12	0	13.09	13.98	4.34	14.94
merged_3_13347591	5.22	3.66	2.59	1.47	1.67	6.57	5.28	3.6	2.2	5.65	3.96	0	0.03	6.37	5.16	4.18	5.48
merged_3_7419812	294.8	291.69	226.86	399.65	263.86	64.33	63.31	322.02	237.21	7.74	6.2	5.51	1.17	180.18	122.78	221.21	273.15
merged_3_15137569	5.22	6.59	5.5	5.29	5.19	4.93	5.05	5.49	4.97	3.83	3.33	0.1	0.05	5.05	7.23	5.99	7.43
merged_2_1134002	132.73	166.59	215.76	2.04	2.58	256.74	248.42	205.98	167.84	352.29	273.49	9.43	2.06	142.61	201.86	126.26	139.43
merged_2_3751224	0.76	2.68	2.06	3.25	2.81	1.35	3.59	2.94	1.94	0.63	0.89	0	0.14	3.28	4.22	3.25	5.08
merged_5_23432352	12.54	12.26	12.6	0.73	0.77	22.2	17.97	12.51	12.54	20.81	17.97	0.5	0.15	21.96	16.45	12.9	16.99
merged_2_2701440	2.08	5.69	3.18	0.76	3.38	7.25	7.08	1.78	0.84	3.14	1.61	0	0	6.27	4.27	3.08	4.03
merged_2_667019	3.61	2.58	1.71	1.38	0.77	3.12	2.61	4.28	1.19	3.13	2.42	0.07	0	13.68	5.42	7.9	9.68
merged_5_12331197	1.46	2.23	0.89	2.21	0.98	1.72	0.96	0.34	0.19	0.42	0.49	0	0	3.14	1.67	0.23	2.07
merged_1_15018503	3.19	2.97	1.59	2.86	3.01	2.37	1.77	2.5	1.74	0.69	0.3	0.07	0	4.07	1.78	2.77	3.57
merged_1_17141041	8.91	11.61	8.55	2.49	3.22	17.73	12.4	12.56	8.55	19.71	13.44	0.33	0.11	27.9	16.28	15.53	24.7
merged_1_15920680	8.01	6.31	4.05	2.83	2.31	7.14	5.32	4.77	2.82	6.08	3.89	0.27	0.2	13.09	9.64	12.33	22.67
merged_4_4477917	4.28	4.61	3.55	0.67	0.65	8.14	6.49	5.06	3.58	7.75	6.26	0.14	0.13	6.21	5.8	4.92	6.38
merged_4_4815224	4.64	4.79	1.51	1.35	0.3	6.09	3.17	3.13	1.16	4.38	0.95	0.26	0.1	5.5	4.17	1.89	5.08
merged_2_7581284	48.09	43.16	31.42	4.81	2.9	71.06	45.92	54.09	27.16	80.99	49.84	1.64	0.59	53.27	40.55	31.76	42.38
merged_1_14309278	32.02	23.1	13.4	10.86	4.46	42.63	21.54	18.36	9.72	20.18	16.37	0.63	0	24.87	14.34	10.35	20.7
merged_5_13732319	9.24	9.12	5.02	4.46	4.47	6.03	6.97	9.71	4.49	9.3	7.82	0.36	0.27	10.43	8.42	12.64	22.73
merged_2_1466831	45.89	41.38	14.22	0.49	1.87	60.9	54.53	37.89	34.54	47.78	95.01	2.02	0	46.56	10.64	10.96	26.14
merged_2_6522654	36.57	25.22	6.23	4.74	3.84	47.65	31.7	28.37	12.92	51.57	28.61	1.74	0.16	26.62	16.39	12	20.56
merged_4_3981324	8.41	5.06	5.28	5.9	4.15	12.85	7.84	6.31	5	7.49	5.8	0.67	0.2	9.26	9.14	6.59	10.2
merged_4_4620336	2.32	2.61	0.92	2.43	1.54	3.8	2.67	1.35	0.34	1.6	0.37	0.06	0.14	6.2	11.1	2	7.99
merged_5_11629523	2.64	2.6	1.53	0.31	0.33	4.04	2.67	2.19	1.46	4.41	2.97	0.03	0.13	3.36	1.9	1.58	2.37
merged_5_2051896	19.48	15.04	21.04	1.39	0.88	52.08	62.17	20.71	39.65	63.57	70.3	2.29	0	17.72	93.38	53.28	15.74
merged_1_26425632	24.49	24.67	12.82	0.19	0.94	68.37	50.19	81.17	33.24	135.93	85.99	1.53	0.46	25.43	19	25.3	37.62
merged_5_12350759	3.87	4.36	3.6	5.1	3.64	4.39	3.42	2.88	3.18	1.46	1.62	0.11	0.17	5.75	5.02	2.69	6.35
merged_2_993248	33.96	28.56	20.14	0.66	0.14	51.29	28.3	43.69	24.8	81.73	47.82	2.34	0.41	42.5	24.04	18.35	28.1
merged_5_18420574	134.72	160.26	151.38	4.02	4.3	209.84	241.51	173.99	171.55	248.58	294.99	5.94	2.38	155.99	168.96	142.39	144.66
merged_4_5228909	5.86	5.93	3.41	2.48	0.86	12.93	8.01	5.54	2.92	7.78	6.95	0.37	0.04	12.99	9.32	4.35	7.35
merged_5_22746462	94.12	86.54	59.72	96.03	86.56	7.57	3.63	104.31	59.73	5.63	2.76	1.4	0.45	0.77	0.59	0.35	1.51
merged_3_10764124	35.66	37.89	16.79	1.15	1.54	59.71	31.6	35.43	17.59	46.51	28.36	2.13	0.27	47.27	22.44	19.06	34.65
merged_3_11169932	14.87	12.07	6.73	0	1.83	20.47	22.73	13.86	10.88	20.16	23.29	0	0	15.52	11.08	9.64	14.85
merged_5_18064972	4.75	6.91	3.93	44.11	31.96	0.77	0.13	3.62	4.5	0.36	0.19	0.25	0.23	0.59	0.83	0.15	0.42
merged_1_1194295	35.07	33.15	20.34	1.27	1.85	57.87	40.73	42.98	21.27	64.43	39.61	1.83	0.55	43.4	25.05	27.14	33.25
merged_2_6765399	84.21	87.07	34.54	2.03	2.71	125.21	90.8	87.49	42.6	128.39	66.8	3.34	1.13	156.51	112.05	55.86	88.91
merged_2_2412421	5.98	6.66	2.6	1.98	0.89	16.51	7.9	10.61	3.17	13.43	5.08	0	0.07	5.84	5.04	2.88	11.4
merged_5_11925739	8.4	6.17	5.04	7.2	5.06	6.42	2.88	5.48	3.74	1.14	0.3	0	0.2	10.22	7.88	5.62	7.79
merged_4_10527065	7.28	7.17	8.28	1.69	1.93	14.35	12.56	9.31	7.38	9.34	11.53	0.39	0.12	10.15	7.09	7.68	8.66
merged_3_15912190	10.17	2.81	21.01	0	1.15	89.03	74.28	89.08	53.21	262.4	193.63	3.89	0.68	41.92	18.09	16.38	27.12
merged_2_4829869	5.18	4.72	3.19	0.42	0.8	7.69	5.11	4.26	2.22	8.93	7.57	0	0	6.8	6.08	3.01	6.87
merged_5_18624611	18.42	17.35	9.36	4.36	3.77	28.38	19.09	20.64	8.12	26.82	14.68	0.86	0.28	30.22	23.93	22.45	29.66
merged_2_10114305	9.87	22.11	14.83	1.3	0.55	27.64	29.3	4.18	5.32	3.93	2.74	0.71	0	15.54	15.61	19.66	21.59
merged_1_5915050	10.18	10.61	12.39	0.59	0.44	18.65	20.62	12.29	10.22	23.27	21.02	0.37	0.06	12.87	14.6	12.96	11.25
merged_5_12375774	7.76	8.51	8.91	10.86	14.73	7.67	11.27	0.83	0.66	0.28	0.25	0.1	0.05	5.23	5.18	4.68	9.14
merged_1_14048847	2.22	1.73	1.38	1.12	0.69	2.66	2.09	1.4	1.1	2.07	1.74	0.2	0	3.43	2.99	1.35	3.32
merged_3_11780926	3.5	4.11	1.48	4.42	3.8	3.07	1.97	0.85	0.35	0.16	0.05	0.12	0.05	7.75	5.64	6.25	11.83
merged_5_17893448	6.49	6.48	4.81	1.07	0.77	11.03	7.84	7.24	3.39	11.82	7.55	0.29	0.06	8.18	7.25	6.01	7.3
merged_1_12508009	4	5.07	4.19	3.33	3.12	5.51	3.58	4.36	3.78	2.03	0.98	0.08	0.06	12.72	8.65	11.35	14.7
merged_5_6404489	8.41	8.2	12.5	0.7	0.66	14.04	17.07	11.35	9.34	18.83	19.09	0.47	0.25	9.76	11.71	12.91	10.21
merged_1_16452140	17.3	17.65	15.74	26.11	25.59	14.22	10.49	3.87	1.31	1.8	1.1	0.35	0.15	35.71	29.39	33.7	40.42
merged_3_6991643	19.84	16.72	8.35	0.36	0.57	27.44	17.88	18.18	9.61	31.41	17.18	0.44	0.22	28.06	18.6	19.18	25.92
merged_5_11417752	2.54	4.24	2.3	7.79	4.13	3.66	2	1.9	1.36	0.66	0.11	0.1	0	4.81	4.45	1.41	5.4
merged_5_9970475	13.06	14.07	9.74	2.19	1.46	17.6	11.77	22.49	10.33	28.09	19.61	0.18	0	16.16	10.93	9.63	16.39
merged_2_4393482	2.67	3.34	2.45	4.37	3.49	2.78	3.19	3.24	2.6	2.08	1.32	0.12	0.01	4.55	5.37	3.43	4.9
merged_2_7136684	9.69	10	19.43	1.99	1.47	29.01	34.4	9.02	18.49	37.58	48.04	0.27	0.62	13.48	26.43	20.45	14.09
merged_2_9096663	0	0.61	0.91	0.79	1.26	0	0.1	0.17	0	0	0	0	0	0	0.22	2.7	1.35
merged_4_2527667	16.86	11.45	10.47	1.11	1.64	21.14	26.3	14.6	8.84	24.72	16.38	0.92	0	12.68	7.02	4.85	5.45
merged_3_7710946	9.66	7.55	7.17	3.38	0.48	27.16	16.81	10.87	8.73	10.64	16.16	1.55	0.47	15.27	10.18	5.29	7.24
merged_1_22086504	5.45	1.92	3.07	0	0.59	8.04	5.23	8.45	3.92	14.67	16.9	1.02	0	2.72	0.84	3.17	8.1
merged_4_6098651	48.14	69.43	70.94	2	1.85	121.84	114.91	81.3	71.53	119.69	133.01	3.3	1.83	97.29	95.24	62.09	71.41
merged_1_26335676	30.48	24.35	13.28	0.39	0.16	46.91	29.02	34.15	18.25	58.8	43.4	1.38	0	27.96	17.21	15.97	23.3
merged_1_15956390	4.5	4.23	2	3.18	3.01	3.84	3.56	3.69	1.84	3.03	2.04	0.04	0.06	4.61	4.22	3.46	7.16
merged_1_28789164	10.11	20.2	7.56	3.94	3.79	28.37	22.03	20.15	10.86	26.97	16.62	0.52	0.2	16.05	20.64	16.04	17.47
merged_1_17137556	9.07	7.38	6.28	1.48	1.39	15.7	12.16	11.79	7.16	15.49	10.87	0.2	0.26	23.51	12.94	11.01	19.97
merged_1_16863994	15.83	22.02	10.21	0.98	0.75	28.57	17.16	19.98	11.99	23.82	15.77	0.32	0.12	21.6	13.94	8.1	18.13
merged_2_10807139	11.93	9.26	5.73	0.41	0.43	18.95	11.75	11.34	6.78	28.57	13.43	0.45	0.09	16.06	10.62	7.27	11.8
merged_3_16563257	15.21	14.42	10.08	0.63	0.53	23.29	19.38	15.93	9.7	28.91	21.7	0.8	0.13	18.53	16	13.48	20.9
merged_3_17321068	25.32	22.32	20.02	1.44	0.91	40.26	30.32	29.96	20.04	61.59	39.93	1.19	0.62	30.4	29.78	16.53	29.37
merged_5_10080364	5.96	3.13	1.78	5.4	2.19	5.35	1.58	1.97	0.2	0.87	0.38	0	0	6.34	6.83	3.06	11.13
merged_2_4985485	4.73	5.51	4.63	4.37	3.51	7.48	6.32	4.45	3.51	5.02	4.37	0.16	0.04	5.34	5.41	4.47	6.05
merged_5_9642554	17.76	17.98	12.44	2.97	2.14	39.03	28.9	23.13	15.3	38.68	41.05	0.96	0.3	22.99	15.01	14.08	22.56
merged_3_14993114	5.59	3.97	3.06	3.1	3.06	2.89	2.98	3.65	1.97	1.77	0.95	0.07	0.03	4.62	4.54	2.97	7.58
merged_4_3687629	1.97	2	1.11	1.39	0.88	1.77	2.62	2.7	0.59	2.45	1.45	0	0.06	1.35	2.21	1.45	1.97
merged_3_17103994	2.92	3.28	0.99	0.25	0.32	5.57	1.71	8.76	2.65	10.15	6	0.41	0	14.32	2.57	2.18	4.38
merged_3_8081817	14.86	11.66	10.34	0	0	23.96	17.27	18.04	9.69	44.13	40.91	0.39	0	13.64	13.02	11.97	12.63
merged_2_1879322	9.44	9.05	8.64	3.86	3.46	15.2	13.52	8.36	6.89	14.63	12.41	0.35	0.09	12.75	14.74	13.03	16.05
merged_4_12569930	10.49	11.56	8.07	0.75	0.72	18.16	14.6	11.87	9.01	21.33	15.46	0.39	0	13.11	8.15	7.96	13.42
merged_5_15092540	8	8.99	5.08	0.43	0.41	19.19	11.61	12.48	5.26	18.46	11.82	0.18	0	20.6	10.42	7.28	10.95
merged_2_8421537	9.69	10.24	8.43	0.58	0.55	16.37	15.17	10.98	8.02	17.23	15.65	0.36	0	17.51	11.83	11.09	13.27
merged_5_12587932	12.02	6.7	3.56	0.27	0.17	17.4	7.13	17.57	3.23	28.51	7.88	0.22	0	12.08	5.14	2.23	20.09
merged_2_4870409	27.32	35.4	25.78	15.99	14.82	65.2	58.04	46.3	28.19	74.42	48.05	2.57	0.85	39.75	38.65	26.29	56.61
merged_2_5186946	3.68	1.27	1.44	1.92	1.78	4.34	2.67	1.86	1.91	0.99	1.13	0.06	0	3.22	3.42	2.1	3.69
merged_2_4495389	2.36	2.6	2.64	2.04	1.45	2.64	3.63	2.65	2.05	3.55	3.12	0.06	0.06	2.55	3.07	2.7	3.1
merged_5_17019768	50.78	56.12	45.23	4.71	4.89	82.06	60.68	61.67	45.18	84.5	59.44	1.85	0.87	128.48	87.02	66.98	133.75
merged_4_10548655	4.86	4.95	3.55	1.02	0.57	9.5	7.06	6.3	3.68	12.23	8.55	0.35	0.06	8.11	6.9	5.52	6.24
merged_1_13870613	19.61	20.75	8.29	26.48	13.4	3.01	1.74	23.72	10.6	0.87	0.69	1.34	0.41	25.19	46.59	20.09	47.4
merged_5_13861876	61.84	66.52	56.84	63.82	81.9	3.25	2.78	61.63	54.17	1.52	1.38	0.98	0.11	3.16	3.26	2.25	2.94
merged_1_10866957	8.84	7.39	4.63	0.66	0	16.58	8.1	7.56	5.02	12.72	12.08	0.33	0.08	11.84	6.4	4.19	8.72
merged_3_4551464	27.28	37.5	22.94	0	0.23	68.93	40.09	35.6	20.74	188.36	132.45	2.96	1.35	54.4	40.3	91.03	44.16
merged_1_4785978	24.03	24.28	21.69	0.89	0.84	38.09	35.27	35.3	19.96	51.39	33.43	0.55	0.28	33.31	23.85	16.64	28.18
merged_2_3095385	3.23	5.03	2.1	1.66	1.14	4.69	4.92	2.43	1.19	3.42	1.66	0.17	0.04	5.3	4.05	2.12	4.19
merged_2_4378396	2.52	1.62	0.95	1.06	0.69	3.2	1.81	1.4	0.77	2.54	0.91	0	0	3.38	2.42	1	2.3
merged_5_15361466	17.58	14.42	13.26	9.27	6	20.83	16.73	9.73	7.72	10.87	9.9	0.51	0.04	18.88	16.08	9.45	17.85
merged_4_7356640	5.36	5.4	4.78	2.19	2.84	7.24	7.17	7.95	5.99	9.18	11.84	0.1	0	10.81	8.57	8.6	8.27
merged_4_7720903	26.38	21.84	15.58	0.24	0.23	53.76	22.94	58.02	27	104.51	45.96	1.29	0.38	0.1	0.13	14.06	31.87
merged_1_22618072	5.12	10.65	1.65	0.5	0	44.6	39.09	49.32	26.35	101.32	70.34	1.76	0.55	15.67	22.6	9.12	22.13
merged_4_2183565	25.84	24.79	9.13	23.86	12.21	6.52	5.07	26.43	11.28	2.03	1.26	3.39	2.22	23.58	17.54	11.71	28.53
merged_2_5109381	5.88	6.65	6.35	4.41	1.6	6.93	7.73	6.99	5.85	9.14	6.1	0.17	0.13	5.52	8.07	4.28	6.3
merged_5_12017893	18.39	19.54	18.31	29.9	24.04	11.74	12.9	16.03	15.04	2.15	1.8	0.53	0.07	19.5	30.63	18.4	27.72
merged_5_14221897	67.34	77.99	37.58	0	0	84.3	63.2	77.69	27.98	156.18	67.84	1.76	0.33	76.98	62.18	63.21	64.99
merged_4_3979577	3.04	3.82	1.97	2.6	2.06	6.04	4.11	3.48	3.07	4.16	2.3	0.16	0.12	4.2	4.37	2.62	4.72
merged_1_8495025	140.84	175.69	129.34	2.98	2.51	303.56	334.62	228.21	200.77	356.14	446.73	8.03	2.48	184.76	112.49	106.04	195.19
merged_2_10640460	14.73	15.01	13.6	8.88	10.56	2.88	2.44	19.45	15.16	2.37	0.96	0.06	0.24	39.78	39.79	31.65	41.76
merged_1_1276446	7.85	5.19	2.44	0.23	0	21.7	7.19	13.4	3.07	23.55	10.69	0.38	0.14	13.84	10.54	6.07	10.23
merged_2_2715727	1.2	0.8	0.9	1.12	0.49	1.68	1.94	1.28	0.68	2.24	1.84	0	0.11	1.37	1.53	0.79	2.53
merged_1_6947452	261.52	287.29	289.04	410.22	365.79	15.21	7.68	281.12	271.31	2.94	0.55	5.36	0.36	210.03	98.77	347.25	301.81
merged_5_12349687	1.7	3.12	2.65	3.63	5.11	2.59	3.23	2.76	1.66	1.11	0.46	0.2	0	2.76	3.76	3.13	3.29
merged_4_2808463	84.25	85.59	62.19	85.02	81.34	86.67	68.61	31.55	21.54	18.06	14	1.58	0.41	89.72	86.17	67.01	107.96
merged_1_16307692	37.16	40.55	9.92	0	0	55.76	19.09	49.42	11.85	130.46	29.99	2.76	0.7	91.15	34.77	13	49.93
merged_2_6410508	15.02	18.91	14.39	24.84	15.92	18.46	11.2	11.21	5.64	12.44	4.48	0.73	0.09	30.14	20.62	19.54	39.16
merged_5_12930034	2.12	1.99	2.05	2.66	2.13	1.73	2.17	1.3	1.33	0.86	0.8	0.02	0.07	2.85	2.03	1.49	2.71
merged_5_14040795	9.98	6.31	3.87	1.14	1.56	21.51	13.79	9.65	4.53	20.68	14.4	1.1	0	10.59	12.34	8.29	13.22
merged_2_6276853	22.78	22.61	27.09	3.79	0.69	44.46	45.03	23.74	30.19	46.01	47.6	0.89	0.34	32.8	23.18	7.89	16.56
merged_3_10652216	58.55	64.58	52.22	0.38	0	136.53	107.9	104.53	67.52	197.66	133.24	3.44	1.66	119.2	98.34	49.57	64.72
merged_5_3372096	58.69	65.74	70.44	10.56	6.91	93.21	98.48	65.37	53.58	101.51	101.66	2.21	0.78	85.52	89.77	78.52	75.8
merged_5_20127476	29.73	31.21	23.97	8.5	7.51	46.16	42.16	33.89	23.09	49.44	39.29	1.19	0.41	37.68	32.7	29.98	38.26
merged_4_2146590	2.12	2.26	1.45	1.26	0.95	3.52	2.45	1.87	1.52	5.16	3.19	0.07	0	2.45	2.7	1.46	3.22
merged_5_10437071	2.46	3.06	1.94	1.68	0.82	5.58	3.64	3.07	1.57	4.32	2.94	0.23	0.03	3.48	3.3	2.65	4.03
merged_1_21738987	9.19	9.16	5.7	0.1	0.5	18.47	12.99	7.85	4.43	16.98	11.08	0.33	0	12.37	12.35	6.33	6.76
merged_3_10955095	3.16	7.33	5.52	2.71	2.23	14.26	8.69	8.79	2.52	8.45	10.79	0.22	0.34	7.34	6.6	3.42	9.05
merged_3_9862919	39.7	50.91	29.92	53.59	55.31	12.37	9.04	49.85	38.76	14.6	8.25	1.06	0.34	11.42	11.55	8.87	12.69
merged_1_14288061	9.53	8.47	5.79	4.73	2.31	22.23	14.13	10.17	6.84	12.79	10.59	0.35	0.13	14.72	12.8	6.36	11.43
merged_2_2747429	3.72	5.45	3.55	1.26	1.1	7.72	5.55	4.83	3.5	8.26	5.77	0.13	0.25	4.99	5.14	3.38	6.44
merged_3_4341628	7.54	8.94	7.21	0	0.15	12.17	16.34	5.87	2.42	11.05	9.08	0.6	0	14.36	16.16	5.5	8.27
merged_2_5627467	3.44	3.34	1.22	0.28	0.36	4.95	2.87	2.91	1.38	5.72	3.03	0.08	0.21	3.7	2.31	2.6	3.87
merged_5_11238056	1.15	1.9	1.06	1.83	0.8	2.07	1.81	1.35	0.23	0.82	0.36	0.23	0	1.85	2.4	1.19	2.62
merged_5_23338952	62.87	59.09	34.3	63.04	45.6	37.99	33.11	55.99	28.99	2.07	3.5	1.06	0.13	44.79	26.23	19.9	32.8
merged_1_20466238	87.6	90.84	62.86	97.56	99.07	16.53	17.04	87.83	56.35	3.29	1.56	1.2	0.24	11.12	6.65	7.05	10.33
merged_1_6514428	16.56	6.43	5.88	0.31	0.2	24.2	16.71	22.7	6.54	29.09	17.93	0	0.19	24.56	12.36	10.17	15.71
merged_3_17707413	31.13	49.88	34.19	0.57	1.33	90.86	50.08	54.74	23.87	109.59	89.3	2.35	0.95	44.59	28.16	16.81	39.02
merged_2_17530688	22.55	17.31	48.69	0.32	0.21	32.28	38.76	48.93	49.42	232.77	194.91	2.68	0.91	21.33	19.17	34.49	23.98
merged_1_10512731	21.44	19.86	24.16	1.71	1.55	51.31	44.82	61.15	50.66	142.85	133.07	0.61	0.31	51.87	34.74	17.93	23.7
merged_5_9368157	17.05	17.76	17.11	0.35	0.71	29.12	16.13	19.69	12.55	30.35	19.76	0.57	0.38	29.72	18.11	14.37	19.51
merged_5_17970295	63.07	99.28	47.46	0.77	0.98	214.03	154.45	169.06	92.38	273.01	211.65	13.67	1.21	124.45	101.14	61.39	124.05
merged_5_14936385	10.53	9.36	6.02	21.28	29.82	0.13	0.22	5.19	8.5	0.2	0	0	0	0.79	0.08	0.14	0.08
merged_2_2499009	4.26	4.9	2.55	3.58	3.91	5.15	3.44	3.66	2.38	3.23	1.64	0.05	0.02	4.39	5.39	4.52	5.13
merged_3_17730326	10.02	11.83	5.53	0	0.32	18.61	15.4	13.57	6.25	20.64	9.36	0.28	0.11	15.95	12.39	12.41	14.29
merged_3_17176681	16.87	16.78	11.41	0.92	1.16	30.61	30.44	26.86	19.67	52.87	45.51	1.76	0.24	20.88	20.37	14.87	24.06
merged_3_22115169	37.65	36.08	18.18	1.27	1.01	50.99	30.99	46.49	11.48	77.92	26.1	1.31	0.6	46.3	33.29	29.28	36.86
merged_4_3430389	0.71	1.31	0.94	0.75	0.99	1.39	1.75	0.06	0.05	0.59	0.51	0	0.04	1.3	1.32	0.82	2.19
merged_1_8043898	4.54	5.87	5.11	1.59	0	17.97	10.88	21.99	9.03	51.56	47.36	0.58	0	9.29	6.32	4.11	9.7
merged_1_4407287	11.02	10.87	6.66	3.52	2.85	13.96	9.77	11.13	5.69	10.83	8.16	0.21	0.24	34.4	33.76	18.46	31.86
merged_2_6524562	4.39	3.5	1.7	1.18	1.45	5.61	3.83	2.68	1.01	4.22	2.64	0	0.11	3.88	4.2	3.08	5.09
merged_5_9990465	20.92	22.79	13.58	20.68	16.24	14.89	12.12	18.98	10.75	7.15	4.71	0.73	0.28	30.56	25.68	30.18	39.49
merged_4_1660218	39.1	40.41	28.61	48.47	42.95	17.8	13.17	19.54	11.48	1.67	1.38	0.64	0.36	50.53	35.06	35.7	68.5
merged_5_14229570	2.94	2.29	0.49	0.44	0	3.17	1.48	0.91	0.1	1.5	0.47	0.12	0	4.83	3.29	1.44	3.43
merged_3_11371952	11.67	9.93	5.19	6.73	4.9	15.61	8.84	6.12	2.62	9.92	5.09	0.26	0.01	12.9	8.46	6.9	13.86
merged_1_22562618	44.09	45.58	21.24	0.59	0.99	74.72	52.08	53.57	24.61	84.71	56.82	1.45	0.69	66.11	43.09	28.55	48.75
merged_2_500505	14.65	14.78	13.77	0.53	0.19	22.45	17.33	18.68	9.57	24.63	16.48	0.69	0.05	19.02	13.35	10.85	17.63
merged_5_9583046	9.78	8.18	4.91	1.22	0.63	16.77	9.09	8.61	2.78	12.87	6.69	0.13	0	14.13	7.92	4.58	11.33
merged_5_10874013	4.08	4.86	1.93	0.14	0.35	9.48	3.46	4.41	2.78	10.45	4.51	0.46	0	6.35	3.26	2.98	3.72
merged_2_4906670	1.02	2.63	1.46	0.88	0.51	4.12	2.98	3.1	1.23	3.99	3.28	0.25	0	2.47	2.52	1.44	2.44
merged_4_3736902	2.13	2.26	1.74	2.28	3.06	3.74	2.83	3.6	2	1.65	1.04	0.08	0	5.01	4.1	3.85	4.34
merged_2_7814984	15.9	17.54	14.23	0.76	0.1	31.98	22.53	20.16	13.05	29.65	23.53	0.37	0.09	27.72	22.37	13.29	22.01
merged_3_15463969	4.75	4.07	4.02	4.86	4.09	3.77	3.59	3.99	2.94	2.12	1.73	0.08	0	3.14	3.84	4.44	5.17
merged_2_6110634	3.05	3.01	3.16	2.6	2.88	4.69	3.93	2.87	2.52	3.65	2.73	0.06	0.03	3.66	3.74	3.45	3.93
merged_5_13728314	6.47	6.06	2.52	0.26	0.38	11.03	6.01	5.83	2.89	9.53	4.69	0.14	0.05	8.9	4.94	3.72	6.61
merged_1_12511937	4.58	5.33	2.81	1.66	2.94	3.92	3.63	1.67	1.34	1.04	0.23	0.1	0	16.57	9.33	10.72	25.1
merged_2_5337128	4.43	3.43	3.63	1.15	0.92	5.19	4.41	3.46	3.07	4.53	4.43	0.44	0.1	6.16	4.29	2.69	5.36
merged_5_9971821	189.92	194.67	133.38	223.92	150	10.98	6.11	182.51	101.91	3.45	1.81	3.65	0.43	23.29	15.51	9.55	19.06
merged_4_2032119	4.34	9.93	6.89	2.71	1.93	17.79	11.91	8.89	3.81	15.95	12.39	0.84	0.21	9.42	4.03	7.54	10.14
merged_4_1846287	3.24	4.69	1.98	2.25	1.06	7.42	3.98	4.41	1.8	5.62	2.7	0.1	0.07	7.27	4.01	2.8	5.43
merged_4_1014360	24.07	21.9	6.27	0.26	0.49	44.58	19.52	32.29	12.99	44.69	33.38	1.06	0	31.19	20.1	14.12	19.4
merged_5_14081276	30.2	30.85	29.12	1.04	1.05	34.68	35.34	28.22	21.65	53.8	41.09	1.14	0.76	44.59	36.2	27.24	32.67
merged_2_2877671	4.76	4.84	4.31	6.54	4.85	5.14	4.93	3.91	3.02	2.84	1.78	0.12	0.06	5.01	4.73	6.28	6.3
merged_1_12804382	2.57	2.83	1.5	2.86	1.56	4.09	1.83	3.04	1.33	2.46	1.73	0.1	0.07	4.3	4.22	2.6	4.78
merged_3_17010956	19.02	16.85	19.13	1.25	1.03	50.75	46.74	50.3	24.94	80.13	67.48	1.45	0.47	31.34	31.97	17.93	26.46
merged_5_13119326	1.45	1.28	0.55	0.21	0.61	1.3	2.15	1.58	0.69	2.31	1.22	0	0	1.21	1.31	0.64	1.76
merged_5_8272673	37.08	35.55	16.74	0.61	0.26	61.37	37.37	43.53	16.07	89.38	49.28	1.51	0.25	39.89	25.47	20.54	43.56
merged_4_3515161	3.9	4.36	2.88	6.31	3.5	3.27	2.79	0.78	0.54	0.4	0.26	0.06	0	5.32	5.32	1.57	5.37
merged_1_20174980	10.83	9.22	5.41	0	0.34	24.35	13.94	13.24	6.51	22.51	12.73	0.87	0	18.58	11.49	12.09	15
merged_5_21188439	5.52	3.48	3.76	0.55	1.39	0.69	0.75	6.55	7	4.47	3.96	1.27	0.07	20.24	5.12	4.8	6.35
